HomeTeam,AwayTeam,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeTeam_label,AwayTeam_label,FullTimeResult_label,HalfTimeResult_label
Aston Villa,Reading,H,0,0,D,1,34,2,1
Sunderland,QPR,D,0,0,D,38,33,1,1
Everton,Arsenal,D,1,1,D,17,0,1,1
Southampton,Norwich,D,1,1,D,36,30,1,1
Stoke,Newcastle,H,0,0,D,37,29,2,1
Swansea,West Brom,H,3,1,H,39,42,2,2
Tottenham,Liverpool,H,2,0,H,40,24,2,2
Wigan,Man City,A,0,0,D,44,26,0,1
Arsenal,Swansea,A,0,0,D,0,39,0,1
Fulham,Tottenham,A,0,0,D,18,40,0,1
Man City,Everton,D,1,1,D,26,17,1,1
QPR,Aston Villa,D,1,1,D,33,1,1,1
Reading,Man United,A,3,4,A,34,27,0,0
West Ham,Chelsea,H,0,1,A,43,13,2,0
Norwich,Sunderland,H,2,1,H,30,38,2,2
Newcastle,Wigan,H,2,0,H,29,44,2,2
Aston Villa,Stoke,D,0,0,D,1,37,1,1
Southampton,Reading,H,0,0,D,36,34,2,1
Sunderland,Chelsea,A,0,2,A,38,13,0,0
Swansea,Norwich,A,0,3,A,39,30,0,0
Wigan,QPR,D,1,1,D,44,33,1,1
Everton,Tottenham,H,0,0,D,17,40,2,1
Man City,Man United,A,0,2,A,26,27,0,0
West Ham,Liverpool,A,2,1,H,43,24,0,2
Sunderland,Reading,H,2,0,H,38,34,2,2
Man United,Sunderland,H,2,0,H,27,38,2,2
Norwich,Wigan,H,1,0,H,30,44,2,2
QPR,Fulham,H,0,0,D,33,18,2,1
Tottenham,Swansea,H,0,0,D,40,39,2,1
West Brom,West Ham,D,0,0,D,42,43,1,1
Reading,Arsenal,A,0,3,A,34,0,0,0
Liverpool,Fulham,H,2,0,H,24,18,2,2
Man City,Reading,H,0,0,D,26,34,2,1
Newcastle,QPR,H,0,0,D,29,33,2,1
Southampton,Sunderland,A,0,1,A,36,38,0,0
West Brom,Norwich,H,1,1,D,42,30,2,1
West Ham,Everton,A,1,0,H,43,17,0,2
Chelsea,Aston Villa,H,3,0,H,13,1,2,2
Swansea,Man United,D,1,1,D,39,27,1,1
Man United,Newcastle,H,1,2,A,27,29,2,0
QPR,West Brom,A,0,1,A,33,42,0,0
Reading,Swansea,D,0,0,D,34,39,1,1
Stoke,Liverpool,H,2,1,H,37,24,2,2
Norwich,Man City,A,1,2,A,30,26,0,0
Reading,West Ham,H,1,0,H,34,43,2,2
Stoke,Southampton,D,1,3,A,37,36,1,0
Sunderland,Tottenham,A,1,0,H,38,40,0,2
Everton,Chelsea,A,1,1,D,17,13,0,1
QPR,Liverpool,A,0,3,A,33,24,0,0
Southampton,Arsenal,D,1,1,D,36,0,1,1
Swansea,Aston Villa,D,1,1,D,39,1,1,1
West Brom,Fulham,A,0,1,A,42,18,0,0
West Ham,Norwich,H,2,0,H,43,30,2,2
Wigan,Man United,A,0,2,A,44,27,0,0
Chelsea,QPR,A,0,0,D,13,33,0,1
Newcastle,Everton,A,1,1,D,29,17,0,1
Aston Villa,Southampton,A,0,1,A,1,36,0,0
Everton,Swansea,D,0,0,D,17,39,1,1
Fulham,Wigan,D,1,0,H,18,44,1,2
Norwich,Newcastle,D,0,0,D,30,29,1,1
QPR,Tottenham,D,0,0,D,33,40,1,1
Reading,West Brom,H,0,1,A,34,42,2,0
Arsenal,Man City,A,0,2,A,0,26,0,0
Chelsea,Southampton,D,2,0,H,13,36,1,2
Man City,Fulham,H,1,0,H,26,18,2,2
Newcastle,Reading,A,1,0,H,29,34,0,2
Swansea,Stoke,H,0,0,D,39,37,2,1
West Brom,Aston Villa,D,0,2,A,42,1,1,0
West Ham,QPR,D,0,1,A,43,33,1,0
Wigan,Sunderland,A,1,3,A,44,38,0,0
Tottenham,Man United,D,0,1,A,40,27,1,0
Southampton,Everton,D,0,0,D,36,17,1,1
Aston Villa,Newcastle,A,0,2,A,1,29,0,0
QPR,Man City,D,0,0,D,33,26,1,1
Stoke,Wigan,D,1,0,H,37,44,1,2
Sunderland,Swansea,D,0,0,D,38,39,1,1
Everton,West Brom,H,2,0,H,17,42,2,2
Norwich,Tottenham,D,1,0,H,30,40,1,2
Reading,Chelsea,D,0,1,A,34,13,1,0
Arsenal,Stoke,H,0,0,D,0,37,2,1
Everton,Aston Villa,D,1,2,A,17,1,1,0
Fulham,Man United,A,0,0,D,18,27,0,1
Newcastle,Chelsea,H,1,0,H,29,13,2,2
QPR,Norwich,D,0,0,D,33,30,1,1
Reading,Sunderland,H,1,1,D,34,38,2,1
West Ham,Swansea,H,0,0,D,43,39,2,1
Wigan,Southampton,D,1,0,H,44,36,1,2
Man City,Liverpool,D,1,1,D,26,24,1,1
West Brom,Tottenham,A,0,0,D,42,40,0,1
Norwich,Fulham,D,0,0,D,30,18,1,1
Southampton,Man City,H,2,1,H,36,26,2,2
Stoke,Reading,H,0,0,D,37,34,2,1
Swansea,QPR,H,2,0,H,39,33,2,2
Tottenham,Newcastle,H,1,1,D,40,29,2,1
Aston Villa,West Ham,H,0,0,D,1,43,2,1
Liverpool,Swansea,H,1,0,H,24,39,2,2
Norwich,Everton,H,0,1,A,30,17,2,0
Reading,Wigan,A,0,2,A,34,44,0,0
West Ham,Tottenham,A,1,1,D,43,40,0,1
Everton,Reading,H,1,0,H,17,34,2,2
Southampton,QPR,A,1,1,D,36,33,0,1
Sunderland,Fulham,D,1,2,A,38,18,1,0
Swansea,Newcastle,H,0,0,D,39,29,2,1
Wigan,Liverpool,A,0,3,A,44,24,0,0
Tottenham,Arsenal,H,2,0,H,40,0,2,2
Aston Villa,Man City,A,0,1,A,1,26,0,0
Norwich,Southampton,D,0,0,D,30,36,1,1
QPR,Sunderland,H,1,1,D,33,38,2,1
Reading,Aston Villa,A,1,2,A,34,1,0,0
West Brom,Swansea,H,1,1,D,42,39,2,1
Newcastle,Stoke,H,0,0,D,29,37,2,1
Aston Villa,QPR,H,1,1,D,1,33,2,1
Man United,Reading,H,1,0,H,27,34,2,2
Southampton,Liverpool,H,2,1,H,36,24,2,2
Swansea,Arsenal,A,0,0,D,39,0,0,1
Sunderland,Norwich,D,1,1,D,38,30,1,1
Tottenham,Fulham,A,0,0,D,40,18,0,1
Arsenal,Reading,H,1,0,H,0,34,2,2
Everton,Stoke,H,1,0,H,17,37,2,2
Southampton,Chelsea,H,2,1,H,36,13,2,2
Swansea,Tottenham,A,0,2,A,39,40,0,0
West Ham,West Brom,H,2,0,H,43,42,2,2
Wigan,Norwich,H,0,0,D,44,30,2,1
Aston Villa,Liverpool,A,1,0,H,1,24,0,2
Fulham,QPR,H,3,1,H,18,33,2,2
Norwich,Swansea,D,1,1,D,30,39,1,1
Reading,Southampton,A,0,1,A,34,36,0,0
Stoke,Aston Villa,A,0,1,A,37,1,0,0
West Brom,Arsenal,A,0,1,A,42,0,0,0
Chelsea,Sunderland,H,0,1,A,13,38,2,0
QPR,Wigan,D,0,0,D,33,44,1,1
Man United,Man City,A,0,0,D,27,26,0,1
Arsenal,Norwich,H,0,0,D,0,30,2,1
Everton,QPR,H,1,0,H,17,33,2,2
Reading,Liverpool,D,0,0,D,34,24,1,1
Southampton,West Ham,D,0,0,D,36,43,1,1
Newcastle,Sunderland,A,0,1,A,29,38,0,0
Arsenal,Everton,D,0,0,D,0,17,1,1
Fulham,Chelsea,A,0,2,A,18,13,0,0
West Ham,Man United,D,1,1,D,43,27,1,1
Norwich,Reading,H,0,0,D,30,34,2,1
QPR,Stoke,A,0,1,A,33,37,0,0
Swansea,Southampton,D,0,0,D,39,36,1,1
Liverpool,Chelsea,D,0,1,A,24,13,1,0
Tottenham,Man City,H,0,1,A,40,26,2,0
Newcastle,Liverpool,A,0,2,A,29,24,0,0
Southampton,West Brom,A,0,1,A,36,42,0,0
Arsenal,Man United,D,1,1,D,0,27,1,1
Reading,QPR,D,0,0,D,34,33,1,1
Norwich,Aston Villa,A,0,0,D,30,1,0,1
QPR,Arsenal,A,0,1,A,33,0,0,0
Swansea,Man City,D,0,0,D,39,26,1,1
West Ham,Newcastle,D,0,0,D,43,29,1,1
Man United,Chelsea,A,0,0,D,27,13,0,1
Sunderland,Stoke,D,0,1,A,38,37,1,0
Wigan,Swansea,A,1,0,H,44,39,0,2
Chelsea,Tottenham,D,2,1,H,13,40,1,2
Aston Villa,Chelsea,A,1,0,H,1,13,0,2
Man United,Swansea,H,1,0,H,27,39,2,2
Norwich,West Brom,H,1,0,H,30,42,2,2
QPR,Newcastle,A,1,2,A,33,29,0,0
Stoke,Tottenham,A,1,1,D,37,40,0,1
Arsenal,Wigan,H,1,1,D,0,44,2,1
Reading,Man City,A,0,1,A,34,26,0,0
Chelsea,Everton,H,1,1,D,13,17,2,1
Liverpool,QPR,H,1,0,H,24,33,2,2
Man City,Norwich,A,1,1,D,26,30,0,1
Southampton,Stoke,D,0,0,D,36,37,1,1
Swansea,Fulham,A,0,1,A,39,18,0,0
West Brom,Man United,D,1,3,A,42,27,1,0
West Ham,Reading,H,2,0,H,43,34,2,2
Wigan,Aston Villa,D,2,1,H,44,1,1,2
Arsenal,Aston Villa,A,1,1,D,0,1,0,1
Liverpool,Stoke,H,1,0,H,24,37,2,2
Norwich,Everton,D,0,0,D,30,17,1,1
Sunderland,Fulham,A,0,0,D,38,18,0,1
Swansea,Man United,A,0,2,A,39,27,0,0
West Brom,Southampton,A,0,0,D,42,36,0,1
West Ham,Cardiff,H,1,0,H,43,11,2,2
Chelsea,Hull,H,2,0,H,13,20,2,2
Crystal Palace,Tottenham,A,0,0,D,15,40,0,1
Everton,West Brom,D,0,0,D,17,42,1,1
Hull,Norwich,H,1,0,H,20,30,2,2
Southampton,Sunderland,D,0,1,A,36,38,1,0
Stoke,Crystal Palace,H,0,1,A,37,15,2,0
Cardiff,Man City,H,0,0,D,11,26,2,1
Man United,Chelsea,D,0,0,D,27,13,1,1
Cardiff,Everton,D,0,0,D,11,17,1,1
Crystal Palace,Sunderland,H,1,0,H,15,38,2,2
Man City,Hull,H,0,0,D,26,20,2,1
Norwich,Southampton,H,0,0,D,30,36,2,1
Liverpool,Man United,H,1,0,H,24,27,2,2
West Brom,Swansea,A,0,1,A,42,39,0,0
Aston Villa,Newcastle,A,0,1,A,1,29,0,0
Fulham,West Brom,D,1,0,H,18,42,1,2
Hull,Cardiff,D,1,0,H,20,11,1,2
Man United,Crystal Palace,H,1,0,H,27,15,2,2
Tottenham,Norwich,H,1,0,H,40,30,2,2
Swansea,Liverpool,D,1,2,A,39,24,1,0
Chelsea,Fulham,H,0,0,D,13,18,2,1
Liverpool,Southampton,A,0,0,D,24,36,0,1
Newcastle,Hull,A,2,1,H,29,20,0,2
Norwich,Aston Villa,A,0,1,A,30,1,0,0
Arsenal,Stoke,H,2,1,H,0,37,2,2
Cardiff,Tottenham,A,0,0,D,11,40,0,1
Crystal Palace,Swansea,A,0,1,A,15,39,0,0
Aston Villa,Man City,H,0,1,A,1,26,2,0
Fulham,Cardiff,A,1,1,D,18,11,0,1
Hull,West Ham,H,1,0,H,20,43,2,2
Man United,West Brom,A,0,0,D,27,42,0,1
Southampton,Crystal Palace,H,0,0,D,36,15,2,1
Stoke,Norwich,A,0,1,A,37,30,0,0
Everton,Newcastle,H,3,0,H,17,29,2,2
Cardiff,Newcastle,A,0,2,A,11,29,0,0
Fulham,Stoke,H,0,0,D,18,37,2,1
Hull,Aston Villa,D,0,0,D,20,1,1,1
Liverpool,Crystal Palace,H,3,0,H,24,15,2,2
Sunderland,Man United,A,1,0,H,38,27,0,2
Southampton,Swansea,H,1,0,H,36,39,2,2
Tottenham,West Ham,A,0,0,D,40,43,0,1
Arsenal,Norwich,H,1,0,H,0,30,2,2
Chelsea,Cardiff,H,1,1,D,13,11,2,1
Everton,Hull,H,1,1,D,17,20,2,1
Man United,Southampton,D,1,0,H,27,36,1,2
Newcastle,Liverpool,D,1,1,D,29,24,1,1
Swansea,Sunderland,H,0,0,D,39,38,2,1
Crystal Palace,Fulham,A,1,2,A,15,18,0,0
Aston Villa,Everton,A,0,0,D,1,17,0,1
Crystal Palace,Arsenal,A,0,0,D,15,0,0,1
Man United,Stoke,H,1,2,A,27,37,2,0
Norwich,Cardiff,D,0,0,D,30,11,1,1
Southampton,Fulham,H,2,0,H,36,18,2,2
Sunderland,Newcastle,H,1,0,H,38,29,2,2
Swansea,West Ham,D,0,0,D,39,43,1,1
Tottenham,Hull,H,0,0,D,40,20,2,1
Hull,Sunderland,H,1,0,H,20,38,2,2
Man City,Norwich,H,4,0,H,26,30,2,2
Stoke,Southampton,D,1,1,D,37,36,1,1
West Brom,Crystal Palace,H,1,0,H,42,15,2,2
West Ham,Aston Villa,D,0,0,D,43,1,1,1
Cardiff,Swansea,H,0,0,D,11,39,2,1
Aston Villa,Cardiff,H,0,0,D,1,11,2,1
Chelsea,West Brom,D,1,0,H,13,42,1,2
Crystal Palace,Everton,D,0,0,D,15,17,1,1
Liverpool,Fulham,H,3,0,H,24,18,2,2
Norwich,West Ham,H,0,1,A,30,43,2,0
Southampton,Hull,H,3,0,H,36,20,2,2
Swansea,Stoke,D,0,2,A,39,37,1,0
Tottenham,Newcastle,A,0,1,A,40,29,0,0
Everton,Liverpool,D,1,2,A,17,24,1,0
Fulham,Swansea,A,0,0,D,18,39,0,1
Hull,Crystal Palace,A,0,0,D,20,15,0,1
Newcastle,Norwich,H,2,0,H,29,30,2,2
Cardiff,Man United,D,1,2,A,11,27,1,0
Man City,Tottenham,H,3,0,H,26,40,2,2
West Brom,Aston Villa,D,2,0,H,42,1,1,2
Cardiff,Arsenal,A,0,1,A,11,0,0,0
Norwich,Crystal Palace,H,1,0,H,30,15,2,2
West Ham,Fulham,H,0,0,D,43,18,2,1
Chelsea,Southampton,H,0,1,A,13,36,2,0
Hull,Liverpool,H,1,1,D,20,24,2,1
Man City,Swansea,H,1,0,H,26,39,2,2
Tottenham,Man United,D,1,1,D,40,27,1,1
Crystal Palace,West Ham,H,1,0,H,15,43,2,2
Liverpool,Norwich,H,3,0,H,24,30,2,2
Man United,Everton,A,0,0,D,27,17,0,1
Southampton,Aston Villa,A,0,1,A,36,1,0,0
Stoke,Cardiff,D,0,0,D,37,11,1,1
Sunderland,Chelsea,A,1,2,A,38,13,0,0
Swansea,Newcastle,H,1,0,H,39,29,2,2
Crystal Palace,Cardiff,H,1,0,H,15,11,2,2
Man United,Newcastle,A,0,0,D,27,29,0,1
Southampton,Man City,D,1,1,D,36,26,1,1
Stoke,Chelsea,H,1,1,D,37,13,2,1
Fulham,Aston Villa,H,2,0,H,18,1,2,2
Swansea,Hull,D,0,1,A,39,20,1,0
Cardiff,West Brom,H,0,0,D,11,42,2,1
Chelsea,Crystal Palace,H,2,1,H,13,15,2,2
Hull,Stoke,D,0,0,D,20,37,1,1
Man City,Arsenal,H,2,1,H,26,0,2,2
West Ham,Sunderland,D,0,0,D,43,38,1,1
Aston Villa,Man United,A,0,2,A,1,27,0,0
Tottenham,Liverpool,A,0,2,A,40,24,0,0
Crystal Palace,Newcastle,A,0,2,A,15,29,0,0
Liverpool,Cardiff,H,3,0,H,24,11,2,2
Stoke,Aston Villa,H,0,0,D,37,1,2,1
Sunderland,Norwich,D,0,0,D,38,30,1,1
West Brom,Hull,D,0,1,A,42,20,1,0
Southampton,Tottenham,A,1,1,D,36,40,0,1
Aston Villa,Crystal Palace,A,0,0,D,1,15,0,1
Cardiff,Southampton,A,0,3,A,11,36,0,0
Chelsea,Swansea,H,1,0,H,13,39,2,2
Everton,Sunderland,A,0,1,A,17,38,0,0
Hull,Man United,A,2,2,D,20,27,0,1
Man City,Liverpool,H,2,1,H,26,24,2,2
Newcastle,Stoke,H,1,1,D,29,37,2,1
Norwich,Fulham,A,1,1,D,30,18,0,1
Aston Villa,Swansea,D,1,1,D,1,39,1,1
Cardiff,Sunderland,D,1,0,H,11,38,1,2
Hull,Fulham,H,0,0,D,20,18,2,1
Man City,Crystal Palace,H,0,0,D,26,15,2,1
Norwich,Man United,A,0,0,D,30,27,0,1
West Ham,West Brom,D,1,2,A,43,42,1,0
Everton,Southampton,H,1,0,H,17,36,2,2
Tottenham,Stoke,H,1,0,H,40,37,2,2
Arsenal,Cardiff,H,0,0,D,0,11,2,1
Fulham,West Ham,H,1,1,D,18,43,2,1
Liverpool,Hull,H,1,0,H,24,20,2,2
Man United,Tottenham,A,0,1,A,27,40,0,0
Swansea,Man City,A,1,1,D,39,26,0,1
West Brom,Newcastle,H,0,0,D,42,29,2,1
Cardiff,West Ham,A,0,1,A,11,43,0,0
Everton,Norwich,H,1,0,H,17,30,2,2
Fulham,Sunderland,A,0,2,A,18,38,0,0
Hull,Chelsea,A,0,0,D,20,13,0,1
Man United,Swansea,H,0,0,D,27,39,2,1
Southampton,West Brom,H,0,0,D,36,42,2,1
Tottenham,Crystal Palace,H,0,0,D,40,15,2,1
Stoke,Liverpool,A,2,2,D,37,24,0,1
Arsenal,Fulham,H,0,0,D,0,18,2,1
Crystal Palace,Stoke,H,0,0,D,15,37,2,1
Liverpool,Aston Villa,D,1,2,A,24,1,1,0
Man City,Cardiff,H,2,1,H,26,11,2,2
Norwich,Hull,H,0,0,D,30,20,2,1
Sunderland,Southampton,D,1,2,A,38,36,1,0
Chelsea,Man United,H,2,0,H,13,27,2,2
Swansea,Tottenham,A,0,1,A,39,40,0,0
West Brom,Everton,D,0,1,A,42,17,1,0
Crystal Palace,Hull,H,1,0,H,15,20,2,2
Liverpool,Everton,H,3,0,H,24,17,2,2
Man United,Cardiff,H,1,0,H,27,11,2,2
Southampton,Arsenal,D,1,0,H,36,0,1,2
Aston Villa,West Brom,H,3,3,D,1,42,2,1
Chelsea,West Ham,D,0,0,D,13,43,1,1
Tottenham,Man City,A,0,1,A,40,26,0,0
Cardiff,Norwich,H,0,1,A,11,30,2,0
Everton,Aston Villa,H,0,1,A,17,1,2,0
Fulham,Southampton,A,0,0,D,18,36,0,1
Hull,Tottenham,D,1,0,H,20,40,1,2
Newcastle,Sunderland,A,0,2,A,29,38,0,0
Stoke,Man United,H,1,0,H,37,27,2,2
West Ham,Swansea,H,2,0,H,43,39,2,2
Arsenal,Crystal Palace,H,0,0,D,0,15,2,1
West Brom,Liverpool,D,0,1,A,42,24,1,0
Aston Villa,West Ham,A,0,0,D,1,43,0,1
Liverpool,Arsenal,H,4,0,H,24,0,2,2
Norwich,Man City,D,0,0,D,30,26,1,1
Southampton,Stoke,D,2,2,D,36,37,1,1
Sunderland,Hull,A,0,1,A,38,20,0,0
Swansea,Cardiff,H,0,0,D,39,11,2,1
Man United,Fulham,D,0,1,A,27,18,1,0
Cardiff,Aston Villa,D,0,0,D,11,1,1,1
Hull,Southampton,A,0,0,D,20,36,0,1
West Brom,Chelsea,D,0,1,A,42,13,1,0
West Ham,Norwich,H,0,0,D,43,30,2,1
Newcastle,Tottenham,A,0,1,A,29,40,0,0
Stoke,Swansea,D,1,0,H,37,39,1,2
Cardiff,Hull,A,0,2,A,11,20,0,0
Crystal Palace,Man United,A,0,0,D,15,27,0,1
Man City,Stoke,H,0,0,D,26,37,2,1
West Brom,Fulham,D,0,1,A,42,18,1,0
West Ham,Southampton,H,2,1,H,43,36,2,2
Liverpool,Swansea,H,3,2,H,24,39,2,2
Norwich,Tottenham,H,0,0,D,30,40,2,1
Hull,Newcastle,A,0,2,A,20,29,0,0
Stoke,Arsenal,H,0,0,D,37,0,2,1
Aston Villa,Norwich,H,4,1,H,1,30,2,2
Swansea,Crystal Palace,D,1,0,H,39,15,1,2
Tottenham,Cardiff,H,1,0,H,40,11,2,2
Cardiff,Fulham,H,1,0,H,11,18,2,2
Crystal Palace,Southampton,A,0,1,A,15,36,0,0
Norwich,Stoke,D,0,0,D,30,37,1,1
Everton,Cardiff,H,0,0,D,17,11,2,1
Hull,Man City,A,0,1,A,20,26,0,0
Southampton,Norwich,H,1,0,H,36,30,2,2
Sunderland,Crystal Palace,D,0,0,D,38,15,1,1
Swansea,West Brom,A,1,0,H,39,42,0,2
Tottenham,Arsenal,A,0,1,A,40,0,0,0
Cardiff,Liverpool,A,2,2,D,11,24,0,1
Chelsea,Arsenal,H,4,0,H,13,0,2,2
Everton,Swansea,H,1,1,D,17,39,2,1
Hull,West Brom,H,2,0,H,20,42,2,2
Newcastle,Crystal Palace,H,0,0,D,29,15,2,1
Norwich,Sunderland,H,2,0,H,30,38,2,2
West Ham,Man United,A,0,2,A,43,27,0,0
Aston Villa,Stoke,A,1,3,A,1,37,0,0
Tottenham,Southampton,H,1,2,A,40,36,2,0
Arsenal,Swansea,D,0,1,A,0,39,1,0
Newcastle,Everton,A,0,1,A,29,17,0,0
Crystal Palace,Chelsea,H,0,0,D,15,13,2,1
Man United,Aston Villa,H,2,1,H,27,1,2,2
Stoke,Hull,H,0,0,D,37,20,2,1
Swansea,Norwich,H,2,0,H,39,30,2,2
West Brom,Cardiff,D,2,1,H,42,11,1,2
Fulham,Everton,A,0,0,D,18,17,0,1
Liverpool,Tottenham,H,2,0,H,24,40,2,2
Aston Villa,Fulham,A,0,0,D,1,18,0,1
Cardiff,Crystal Palace,A,0,1,A,11,15,0,0
Hull,Swansea,H,1,0,H,20,39,2,2
Man City,Southampton,H,3,1,H,26,36,2,2
Everton,Arsenal,H,2,0,H,17,0,2,2
West Ham,Liverpool,A,1,1,D,43,24,0,1
Crystal Palace,Aston Villa,H,0,0,D,15,1,2,1
Fulham,Norwich,H,1,0,H,18,30,2,2
Southampton,Cardiff,A,0,0,D,36,11,0,1
West Brom,Tottenham,D,3,1,H,42,40,1,2
Liverpool,Man City,H,2,0,H,24,26,2,2
Swansea,Chelsea,A,0,0,D,39,13,0,1
Everton,Crystal Palace,A,0,1,A,17,15,0,0
Man City,Sunderland,D,1,0,H,26,38,1,2
Cardiff,Stoke,D,0,1,A,11,37,1,0
Chelsea,Sunderland,A,1,1,D,13,38,0,1
Newcastle,Swansea,A,1,1,D,29,39,0,1
Tottenham,Fulham,H,1,1,D,40,18,2,1
West Ham,Crystal Palace,A,0,0,D,43,15,0,1
Everton,Man United,H,2,0,H,17,27,2,2
Hull,Arsenal,A,0,2,A,20,0,0,0
Man City,West Brom,H,3,1,H,26,42,2,2
Fulham,Hull,D,0,0,D,18,20,1,1
Southampton,Everton,H,2,0,H,36,17,2,2
Stoke,Tottenham,A,0,1,A,37,40,0,0
Swansea,Aston Villa,H,2,1,H,39,1,2,2
West Brom,West Ham,H,1,0,H,42,43,2,2
Crystal Palace,Man City,A,0,2,A,15,26,0,0
Sunderland,Cardiff,H,2,0,H,38,11,2,2
Aston Villa,Hull,H,3,1,H,1,20,2,2
Everton,Man City,A,1,2,A,17,26,0,0
Man United,Sunderland,A,0,1,A,27,38,0,0
Newcastle,Cardiff,H,1,0,H,29,11,2,2
Swansea,Southampton,A,0,0,D,39,36,0,1
West Ham,Tottenham,H,2,0,H,43,40,2,2
Chelsea,Norwich,D,0,0,D,13,30,1,1
Crystal Palace,Liverpool,D,0,1,A,15,24,1,0
Sunderland,West Brom,H,2,0,H,38,42,2,2
Cardiff,Chelsea,A,1,0,H,11,13,0,2
Fulham,Crystal Palace,D,0,1,A,18,15,1,0
Hull,Everton,A,0,1,A,20,17,0,0
Liverpool,Newcastle,H,0,1,A,24,29,2,0
Norwich,Arsenal,A,0,0,D,30,0,0,1
Southampton,Man United,D,1,0,H,36,27,1,2
Sunderland,Swansea,A,0,2,A,38,39,0,0
Tottenham,Aston Villa,H,3,0,H,40,1,2,2
Arsenal,Crystal Palace,H,1,1,D,0,15,2,1
Leicester,Everton,D,1,2,A,23,17,1,0
Man United,Swansea,A,0,1,A,27,39,0,0
QPR,Hull,A,0,0,D,33,20,0,1
Stoke,Aston Villa,A,0,0,D,37,1,0,1
West Brom,Sunderland,D,1,1,D,42,38,1,1
Burnley,Chelsea,A,1,3,A,10,13,0,0
Chelsea,Leicester,H,0,0,D,13,23,2,1
Crystal Palace,West Ham,A,0,2,A,15,43,0,0
Everton,Arsenal,D,2,0,H,17,0,1,2
Southampton,West Brom,D,0,0,D,36,42,1,1
Swansea,Burnley,H,1,0,H,39,10,2,2
Hull,Stoke,D,1,0,H,20,37,1,2
Sunderland,Man United,D,1,1,D,38,27,1,1
Tottenham,QPR,H,3,0,H,40,33,2,2
Burnley,Man United,D,0,0,D,10,27,1,1
Man City,Stoke,A,0,0,D,26,37,0,1
Newcastle,Crystal Palace,D,1,1,D,29,15,1,1
QPR,Sunderland,H,1,0,H,33,38,2,2
West Ham,Southampton,A,1,1,D,43,36,0,1
Leicester,Arsenal,D,1,1,D,23,0,1,1
Chelsea,Swansea,H,1,1,D,13,39,2,1
Crystal Palace,Burnley,D,0,0,D,15,10,1,1
Stoke,Leicester,A,0,0,D,37,23,0,1
Sunderland,Tottenham,D,1,1,D,38,40,1,1
West Brom,Everton,A,0,1,A,42,17,0,0
Man United,QPR,H,3,0,H,27,33,2,2
Hull,West Ham,D,1,0,H,20,43,1,2
Burnley,Sunderland,D,0,0,D,10,38,1,1
Newcastle,Hull,D,0,0,D,29,20,1,1
QPR,Stoke,D,1,1,D,33,37,1,1
West Ham,Liverpool,H,2,1,H,43,24,2,2
Everton,Crystal Palace,A,1,1,D,17,15,0,1
Leicester,Man United,H,1,2,A,23,27,2,0
Man City,Chelsea,D,0,0,D,26,13,1,1
Tottenham,West Brom,A,0,0,D,40,42,0,1
Crystal Palace,Leicester,H,0,0,D,15,23,2,1
Hull,Man City,A,2,2,D,20,26,0,1
Man United,West Ham,H,2,1,H,27,43,2,2
Southampton,QPR,H,0,0,D,36,33,2,1
West Brom,Burnley,H,2,0,H,42,10,2,2
Hull,Crystal Palace,H,0,0,D,20,15,2,1
Leicester,Burnley,D,2,1,H,23,10,1,2
Liverpool,West Brom,H,1,0,H,24,42,2,2
Sunderland,Stoke,H,2,1,H,38,37,2,2
Swansea,Newcastle,D,1,1,D,39,29,1,1
Tottenham,Southampton,H,1,0,H,40,36,2,2
West Ham,QPR,H,1,0,H,43,33,2,2
Arsenal,Hull,D,1,1,D,0,20,1,1
Burnley,West Ham,A,0,0,D,10,43,0,1
Man City,Tottenham,H,2,1,H,26,40,2,2
Southampton,Sunderland,H,3,0,H,36,38,2,2
QPR,Liverpool,A,0,0,D,33,24,0,1
Stoke,Swansea,H,1,1,D,37,39,2,1
West Brom,Man United,D,1,0,H,42,27,1,2
Liverpool,Hull,D,0,0,D,24,20,1,1
Southampton,Stoke,H,1,0,H,36,37,2,2
Swansea,Leicester,H,1,0,H,39,23,2,2
West Brom,Crystal Palace,D,0,2,A,42,15,1,0
Burnley,Everton,A,1,2,A,10,17,0,0
QPR,Aston Villa,H,1,0,H,33,1,2,2
Arsenal,Burnley,H,0,0,D,0,10,2,1
Chelsea,QPR,H,1,0,H,13,33,2,2
Hull,Southampton,A,0,1,A,20,36,0,0
Leicester,West Brom,A,0,0,D,23,42,0,1
Stoke,West Ham,D,1,0,H,37,43,1,2
Aston Villa,Tottenham,A,1,0,H,1,40,0,2
Man City,Man United,H,0,0,D,26,27,2,1
Crystal Palace,Sunderland,A,0,1,A,15,38,0,0
Burnley,Hull,H,0,0,D,10,20,2,1
Liverpool,Chelsea,A,1,1,D,24,13,0,1
Man United,Crystal Palace,H,0,0,D,27,15,2,1
QPR,Man City,D,1,1,D,33,26,1,1
Sunderland,Everton,D,0,0,D,38,17,1,1
Swansea,Arsenal,H,0,0,D,39,0,2,1
Tottenham,Stoke,A,0,2,A,40,37,0,0
West Brom,Newcastle,A,0,1,A,42,29,0,0
Arsenal,Man United,A,0,0,D,0,27,0,1
Leicester,Sunderland,D,0,0,D,23,38,1,1
Man City,Swansea,H,1,1,D,26,39,2,1
Stoke,Burnley,A,1,2,A,37,10,0,0
